aspect,sentiment,date,id,flag,group
software,positive,2023-08-28 18:33:26,1119.0,0,system
experience,positive,2023-08-28 18:33:26,1119.0,0,experience
comodissimo,positive,2023-08-28 17:33:45,1120.0,0,ease_of_use
per,positive,2023-08-28 17:33:45,1120.0,0,communication
piccole,positive,2023-08-28 17:33:45,1120.0,0,quantity
spese,positive,2023-08-28 17:33:45,1120.0,0,
scambiarsi,positive,2023-08-28 17:33:45,1120.0,0,communication
soldi,positive,2023-08-28 17:33:45,1120.0,0,payment
con,positive,2023-08-28 17:33:45,1120.0,0,communication
gli,positive,2023-08-28 17:33:45,1120.0,0,communication
amici,positive,2023-08-28 17:33:45,1120.0,0,
text,positive,2023-08-28 17:30:14,1121.0,0,
sentiment,very positive,2023-08-28 17:30:14,1121.0,0,
time,positive,2023-08-28 16:50:53,1122.0,0,time
usage,positive,2023-08-28 16:50:53,1122.0,0,utility
definition,positive,2023-08-28 16:50:53,1122.0,0,communication
comoda,positive,2023-08-28 16:18:21,1123.0,0,utility
veloce,positive,2023-08-28 16:18:21,1123.0,0,speed
text,positive,2023-08-28 15:48:30,1124.0,0,
sentiment,very positive,2023-08-28 15:48:30,1124.0,0,
efficienza,positive,2023-08-28 15:37:12,1126.0,0,efficiency
topo,neutral,2023-08-28 15:37:12,1126.0,0,animal
review,very positive,2023-08-28 14:12:15,1127.0,0,communication
sentiment,very positive,2023-08-28 14:12:15,1127.0,0,
service,positive,2023-08-28 09:58:49,1128.0,0,
images,neutral,2023-08-28 09:07:54,1129.0,0,photo
exercises,neutral,2023-08-28 09:07:54,1129.0,0,experience
sentiment,positive,2023-08-28 08:08:19,1130.0,0,
text,very positive,2023-08-28 05:59:38,1131.0,0,
app,positive,2023-08-28 05:52:25,1132.0,0,application
blog,positive,2023-08-27 23:51:15,1133.0,0,communication
job,positive,2023-08-27 15:21:51,1134.0,0,utility
hashtags,positive,2023-08-27 10:14:40,1135.0,0,
modo,positive,2023-08-27 08:00:58,1136.0,0,state
pagare,positive,2023-08-27 08:00:58,1136.0,0,
comodo,positive,2023-08-27 08:00:58,1136.0,0,
intelligente,positive,2023-08-27 08:00:58,1136.0,0,intelligence
sia,positive,2023-08-27 08:00:58,1136.0,0,communication
Italia,positive,2023-08-27 08:00:58,1136.0,0,location
text,very positive,2023-08-27 06:45:42,1138.0,0,
service,positive,2023-08-26 20:06:42,1139.0,0,
add,negative,2023-08-26 20:06:42,1139.0,0,utility
fun,positive,2023-08-26 19:36:31,1140.0,0,experience
price,positive,2023-08-26 19:36:31,1140.0,0,payment
sentiment,negative,2023-08-26 15:39:00,1141.0,0,
app,very positive,2023-08-26 13:34:18,1143.0,0,application
versamenti,negative,2023-08-26 13:34:18,1143.0,0,payment
reinvent,positive,2023-08-26 08:45:50,1144.0,0,utility
modelli,positive,2023-08-26 08:45:50,1144.0,0,quantity
review,very positive,2023-08-26 06:08:01,1146.0,0,communication
sentiment,very positive,2023-08-26 06:08:01,1146.0,0,
fantastica,positive,2023-08-26 05:48:51,1147.0,0,experience
soldi,positive,2023-08-26 05:48:51,1147.0,0,payment
immediati,positive,2023-08-26 05:48:51,1147.0,0,time
possibilità,positive,2023-08-26 05:48:51,1147.0,0,ability
risparmio,positive,2023-08-26 05:48:51,1147.0,0,quantity
spiccioli,positive,2023-08-26 05:48:51,1147.0,0,currency
pecca,positive,2023-08-25 20:17:01,1148.0,0,difficulty
iban,negative,2023-08-25 20:17:01,1148.0,0,payment
lascia,negative,2023-08-25 20:17:01,1148.0,0,communication
hashtags,positive,2023-08-25 18:42:02,1149.0,0,
sentiment,negative,2023-08-25 17:12:57,1150.0,0,
fantastica,very positive,2023-08-25 16:38:44,1151.0,0,experience
comodissima,very positive,2023-08-25 16:38:44,1151.0,0,
compliments,positive,2023-08-25 15:32:21,1152.0,0,communication
invitations,positive,2023-08-25 14:27:16,1153.0,0,communication
installations,positive,2023-08-25 14:27:16,1153.0,0,utility
bonuses,positive,2023-08-25 14:27:16,1153.0,0,payment
people,positive,2023-08-25 14:27:16,1153.0,0,communication
documentation,positive,2023-08-25 14:27:16,1153.0,0,communication
tractions,positive,2023-08-25 14:27:16,1153.0,0,utility
disponible,positive,2023-08-25 13:18:38,1154.0,0,availability
patienti,positive,2023-08-25 13:18:38,1154.0,0,emotion
ottimi,positive,2023-08-25 13:18:38,1154.0,0,experience
bonifico,positive,2023-08-25 10:44:28,1157.0,0,payment
conto,positive,2023-08-25 10:44:28,1157.0,0,utility
lunedì,positive,2023-08-25 10:44:28,1157.0,0,time
modificherò,positive,2023-08-25 10:44:28,1157.0,0,communication
stella,positive,2023-08-25 10:44:28,1157.0,0,appearance
app,positive,2023-08-25 02:27:34,1159.0,0,application
use,positive,2023-08-25 02:27:34,1159.0,0,
strategy,negative,2023-08-24 19:29:50,1161.0,0,plan
text,positive,2023-08-24 18:59:11,1162.0,0,
immediate,positive,2023-08-24 17:53:50,1163.0,0,speed
comodo,positive,2023-08-24 17:53:50,1163.0,0,
pagamento,positive,2023-08-24 15:42:08,1164.0,0,payment
esercizi,positive,2023-08-24 15:42:08,1164.0,0,utility
acquisti,positive,2023-08-24 15:42:08,1164.0,0,payment
software,positive,2023-08-24 14:18:21,1165.0,0,system
experience,positive,2023-08-24 14:18:21,1165.0,0,experience
application,positive,2023-08-24 13:38:39,1167.0,0,application
technology,positive,2023-08-24 13:38:39,1167.0,0,technology
support,negative,2023-08-24 08:58:23,1172.0,0,utility
assistance,negative,2023-08-24 08:58:23,1172.0,0,communication
text,positive,2023-08-24 06:16:10,1173.0,0,
sentiment,very positive,2023-08-24 06:16:10,1173.0,0,
sentiment,neutral,2023-08-23 15:32:40,1176.0,0,
solution,positive,2023-08-23 14:43:46,1177.0,0,utility
situations,positive,2023-08-23 14:43:46,1177.0,0,state
payment,positive,2023-08-23 14:43:46,1177.0,0,payment
fantastica,positive,2023-08-23 14:35:07,1178.0,0,experience
doverebbero,positive,2023-08-23 14:35:07,1178.0,0,communication
avverla,positive,2023-08-23 14:35:07,1178.0,0,communication
tutti,positive,2023-08-23 14:35:07,1178.0,0,communication
nostri,positive,2023-08-23 14:35:07,1178.0,0,communication
tempi,positive,2023-08-23 14:35:07,1178.0,0,time
app,positive,2023-08-23 13:40:46,1179.0,0,application
function,positive,2023-08-23 13:40:46,1179.0,0,
text,very positive,2023-08-23 09:36:54,1180.0,0,
price,very positive,2023-08-23 06:33:10,1183.0,0,payment
text,positive,2023-08-22 23:42:27,1184.0,0,
ottima,positive,2023-08-22 21:16:36,1186.0,0,appearance
app,positive,2023-08-22 21:16:36,1186.0,0,application
inviare,positive,2023-08-22 21:16:36,1186.0,0,
soldi,positive,2023-08-22 21:16:36,1186.0,0,payment
bravissimi,positive,2023-08-22 21:16:36,1186.0,0,ability
sviluppatori,positive,2023-08-22 21:16:36,1186.0,0,job
utile,positive,2023-08-22 19:02:12,1188.0,0,utility
facile,positive,2023-08-22 19:02:12,1188.0,0,ease_of_use
veloce,positive,2023-08-22 19:02:12,1188.0,0,speed
per,positive,2023-08-22 17:44:36,1189.0,0,communication
fate,positive,2023-08-22 17:44:36,1189.0,0,communication
benzina,positive,2023-08-22 17:44:36,1189.0,0,utility
scalano,negative,2023-08-22 09:36:10,1191.0,0,quantity
soldi,positive,2023-08-22 09:36:10,1191.0,0,payment
utile,positive,2023-08-22 08:42:12,1194.0,0,utility
funzionale,positive,2023-08-22 08:42:12,1194.0,0,utility
hashtags,positive,2023-08-22 07:50:41,1196.0,0,
sentiment,very positive,2023-08-22 07:40:10,1197.0,0,
sentiment,positive,2023-08-22 05:13:14,1198.0,0,
applications,negative,2023-08-22 04:48:25,1199.0,0,application
budget,negative,2023-08-22 04:48:25,1199.0,0,
satisfaction,negative,2023-08-22 04:48:25,1199.0,0,emotion
sentiment,negative,2023-08-21 20:40:48,1200.0,0,
project,positive,2023-08-21 19:12:32,1201.0,0,utility
text,negative,2023-08-21 17:44:09,1202.0,0,
sentiment,very positive,2023-08-21 17:13:32,1203.0,0,
rapido,positive,2023-08-21 15:49:23,1204.0,0,speed
facile,positive,2023-08-21 15:49:23,1204.0,0,ease_of_use
appovazione,positive,2023-08-21 12:00:21,1206.0,0,approval
approvazione,positive,2023-08-21 12:00:21,1206.0,0,approval
sentiment,positive,2023-08-21 07:19:30,1208.0,0,
sentiment,very positive,2023-08-21 06:20:19,1209.0,0,
app,positive,2023-08-20 21:30:36,1210.0,0,application
applicazione,positive,2023-08-20 15:33:49,1211.0,0,application
sistema,positive,2023-08-20 15:33:49,1211.0,0,system
use,positive,2023-08-20 10:15:43,1216.0,0,
support,positive,2023-08-20 10:15:43,1216.0,0,utility
application,positive,2023-08-20 08:11:21,1218.0,0,application
service,very positive,2023-08-19 16:36:37,1222.0,0,
solution,very positive,2023-08-19 15:37:59,1224.0,0,utility
comodità,positive,2023-08-19 11:40:22,1227.0,0,utility
acquisti,positive,2023-08-19 11:40:22,1227.0,0,payment
risparmio,positive,2023-08-19 11:40:22,1227.0,0,quantity
arrotondare,positive,2023-08-19 11:40:22,1227.0,0,utility
cassa,positive,2023-08-19 11:40:22,1227.0,0,utility
pagamento,positive,2023-08-19 09:49:12,1229.0,0,payment
telepass,positive,2023-08-19 09:49:12,1229.0,0,utility
comodissima,positive,2023-08-19 08:05:46,1232.0,0,
pratica,positive,2023-08-19 08:05:46,1232.0,0,
pagamento,positive,2023-08-19 08:05:46,1232.0,0,payment
problem,positive,2023-08-19 07:44:10,1234.0,0,
response,positive,2023-08-19 07:44:10,1234.0,0,communication
text,positive,2023-08-18 19:25:34,1235.0,0,
app,negative,2023-08-18 14:21:03,1238.0,0,application
useful,negative,2023-08-18 14:21:03,1238.0,0,utility
problem,negative,2023-08-18 14:21:03,1238.0,0,
assistance,negative,2023-08-18 14:21:03,1238.0,0,communication
value,negative,2023-08-18 14:21:03,1238.0,0,experience
affirmation,negative,2023-08-18 14:21:03,1238.0,0,communication
problem,positive,2023-08-18 10:26:44,1239.0,0,
help,positive,2023-08-18 10:26:44,1239.0,0,utility
facile,positive,2023-08-18 08:43:20,1240.0,0,ease_of_use
utile,positive,2023-08-18 08:43:20,1240.0,0,utility
price,negative,2023-08-18 07:26:19,1241.0,0,payment
sentiment,neutral,2023-08-17 22:05:30,1243.0,0,
intuitivo,neutral,2023-08-17 15:27:16,1248.0,0,
eccezionale,positive,2023-08-17 08:54:28,1253.0,0,experience
pagamenti,positive,2023-08-17 08:54:28,1253.0,0,payment
uso,positive,2023-08-17 08:54:28,1253.0,0,utility
amici,positive,2023-08-17 08:54:28,1253.0,0,
doverebbero,positive,2023-08-17 08:54:28,1253.0,0,communication
per,positive,2023-08-17 08:54:28,1253.0,0,communication
avverlo,positive,2023-08-17 08:54:28,1253.0,0,state
app,negative,2023-08-17 08:38:28,1254.0,0,application
offerte,negative,2023-08-17 08:38:28,1254.0,0,communication
time,neutral,2023-08-17 08:38:28,1254.0,0,time
systems,negative,2023-08-17 08:38:28,1254.0,0,system
stars,negative,2023-08-17 08:38:28,1254.0,0,appearance
pagamento,positive,2023-08-17 08:04:36,1255.0,0,payment
attivazione,positive,2023-08-17 08:04:36,1255.0,0,utility
utilizzo,positive,2023-08-17 08:04:36,1255.0,0,utility
text,positive,2023-08-17 07:56:24,1256.0,0,
sentiment,very positive,2023-08-17 07:56:24,1256.0,0,
account,negative,2023-08-16 19:53:36,1259.0,0,utility
practice,positive,2023-08-16 14:19:08,1260.0,0,experience
speed,positive,2023-08-16 14:19:08,1260.0,0,
application,positive,2023-08-16 05:57:51,1264.0,0,application
spes,positive,2023-08-16 05:57:51,1264.0,0,quantity
transactions,positive,2023-08-15 16:32:05,1265.0,0,payment
emojis,very positive,2023-08-15 08:36:59,1267.0,0,communication
service,positive,2023-08-14 20:16:06,1269.0,0,
text,very positive,2023-08-14 19:31:12,1270.0,0,
app,positive,2023-08-14 10:43:48,1272.0,0,application
install,positive,2023-08-14 10:43:48,1272.0,0,utility
negozi,positive,2023-08-14 10:43:48,1272.0,0,utility
supermercati,positive,2023-08-14 10:43:48,1272.0,0,utility
fila,positive,2023-08-14 10:43:48,1272.0,0,state
bancomat,positive,2023-08-14 10:43:48,1272.0,0,payment
usage,positive,2023-08-14 08:34:35,1273.0,0,utility
customers,negative,2023-08-14 08:34:35,1273.0,0,communication
services,positive,2023-08-14 04:51:59,1274.0,0,utility
macchinoso,negative,2023-08-13 16:31:02,1275.0,0,difficulty
assistenza,negative,2023-08-13 16:31:02,1275.0,0,utility
usato,negative,2023-08-13 16:31:02,1275.0,0,experience
intuitivo,negative,2023-08-13 16:31:02,1275.0,0,
difficile,negative,2023-08-13 16:31:02,1275.0,0,difficulty
images,positive,2023-08-13 13:29:24,1276.0,0,photo
exercises,neutral,2023-08-13 13:29:24,1276.0,0,experience
code,positive,2023-08-12 09:50:12,1277.0,0,
sentiment,neutral,2023-08-12 09:50:12,1277.0,0,
gentle,positive,2023-08-12 08:45:39,1278.0,0,emotion
tagliate,positive,2023-08-12 08:45:39,1278.0,0,quantity
pagamenti,positive,2023-08-12 08:45:39,1278.0,0,payment
service,positive,2023-08-12 07:45:12,1279.0,0,
quality,positive,2023-08-12 07:45:12,1279.0,0,experience
text,positive,2023-08-11 15:07:57,1282.0,0,
app,positive,2023-08-11 12:14:34,1284.0,0,application
tool,positive,2023-08-11 12:14:34,1284.0,0,
photos,positive,2023-08-11 12:14:34,1284.0,0,photo
ricarica,negative,2023-08-10 17:25:51,1289.0,0,
puntuale,negative,2023-08-10 17:25:51,1289.0,0,punctuality
rienscono,negative,2023-08-10 17:25:51,1289.0,0,state
negozi,negative,2023-08-10 17:25:51,1289.0,0,utility
telefono,negative,2023-08-10 17:25:51,1289.0,0,communication
sentiment,very positive,2023-08-10 11:57:09,1292.0,0,
sentiment,negative,2023-08-10 11:15:25,1293.0,0,
app,very positive,2023-08-10 08:50:36,1294.0,0,application
esecuzione,positive,2023-08-10 08:50:36,1294.0,0,performance
pagamento,positive,2023-08-10 08:50:36,1294.0,0,payment
date,negative,2023-08-10 05:40:04,1295.0,0,time
responses,negative,2023-08-10 05:40:04,1295.0,0,communication
commission,negative,2023-08-09 13:31:41,1299.0,0,payment
service,very positive,2023-08-09 12:12:57,1300.0,0,
scelta,positive,2023-08-09 08:31:52,1302.0,0,decision
images,positive,2023-08-08 14:59:42,1303.0,0,photo
exercises,neutral,2023-08-08 14:59:42,1303.0,0,experience
activity,negative,2023-08-08 10:42:39,1307.0,0,
application,negative,2023-08-08 10:42:39,1307.0,0,application
utile,positive,2023-08-08 09:02:50,1309.0,0,utility
codice,positive,2023-08-08 09:02:50,1309.0,0,communication
promozione,positive,2023-08-08 09:02:50,1309.0,0,promotion
giuliobros,positive,2023-08-08 09:02:50,1309.0,0,communication
euro,positive,2023-08-08 09:02:50,1309.0,0,currency
omaggio,positive,2023-08-08 09:02:50,1309.0,0,gift
tempi,negative,2023-08-07 09:19:37,1311.0,0,time
difficoltà,positive,2023-08-07 09:19:37,1311.0,0,difficulty
text,negative,2023-08-07 08:24:52,1314.0,0,
rate,negative,2023-08-07 08:24:52,1314.0,0,quantity
app,positive,2023-08-06 07:49:10,1317.0,0,application
comoda,positive,2023-08-06 07:49:10,1317.0,0,utility
account,negative,2023-08-05 13:13:15,1318.0,0,utility
verification,negative,2023-08-05 13:13:15,1318.0,0,security
questions,positive,2023-08-05 13:13:15,1318.0,0,communication
friends,positive,2023-08-05 13:10:34,1319.0,0,communication
purpose,neutral,2023-08-05 13:10:34,1319.0,0,utility
service,positive,2023-08-05 08:09:16,1321.0,0,
app,positive,2023-08-05 08:09:16,1321.0,0,application
app,negative,2023-08-04 18:52:22,1322.0,0,application
scanned,positive,2023-08-04 18:52:22,1322.0,0,technology
installed,negative,2023-08-04 18:52:22,1322.0,0,system
tone,very positive,2023-08-04 14:56:07,1324.0,0,communication
app,positive,2023-08-04 11:53:41,1325.0,0,application
food,positive,2023-08-04 10:59:09,1326.0,0,
service,positive,2023-08-04 10:59:09,1326.0,0,
product,positive,2023-08-04 10:13:41,1327.0,0,
people,positive,2023-08-03 17:51:33,1329.0,0,communication
start,positive,2023-08-03 17:51:33,1329.0,0,time
end,positive,2023-08-03 17:51:33,1329.0,0,time
exercise,positive,2023-08-03 17:51:33,1329.0,0,activity
satisfaction,positive,2023-08-03 17:51:33,1329.0,0,emotion
sentiment,very positive,2023-08-03 15:01:21,1331.0,0,
badgettore,negative,2023-08-03 11:03:32,1334.0,0,utility
images,positive,2023-08-03 09:40:36,1335.0,0,photo
exercises,positive,2023-08-03 09:40:36,1335.0,0,experience
review,positive,2023-08-03 08:13:36,1336.0,0,communication
sentiment,very positive,2023-08-03 08:13:36,1336.0,0,
sentiment,positive,2023-08-03 05:07:58,1337.0,0,
per,neutral,2023-08-02 18:54:05,1339.0,0,communication
dubbi,neutral,2023-08-02 18:54:05,1339.0,0,uncertainty
non,neutral,2023-08-02 18:54:05,1339.0,0,
c'è,neutral,2023-08-02 18:54:05,1339.0,0,existence
assistenza,neutral,2023-08-02 18:54:05,1339.0,0,utility
ottima,positive,2023-08-02 17:36:52,1340.0,0,appearance
veloce,positive,2023-08-02 17:36:52,1340.0,0,speed
app,negative,2023-08-02 13:44:53,1342.0,0,application
mail,positive,2023-08-02 13:44:53,1342.0,0,communication
indirizzo,positive,2023-08-02 13:44:53,1342.0,0,location
assistenza,positive,2023-08-02 13:44:53,1342.0,0,utility
top,positive,2023-08-02 11:44:34,1346.0,0,
service,positive,2023-08-02 07:49:06,1347.0,0,
food,positive,2023-08-02 07:49:06,1347.0,0,
easy,positive,2023-08-01 20:26:10,1348.0,0,ease_of_use
use,positive,2023-08-01 20:26:10,1348.0,0,
efficient,positive,2023-08-01 20:26:10,1348.0,0,efficiency
interesting,positive,2023-08-01 20:26:10,1348.0,0,experience
cash back,positive,2023-08-01 20:26:10,1348.0,0,payment
intuitivo,negative,2023-08-01 14:43:49,1351.0,0,
funzionamento,negative,2023-08-01 14:43:49,1351.0,0,operation
prima ricarica,negative,2023-08-01 14:43:49,1351.0,0,payment
application,positive,2023-08-01 12:58:33,1353.0,0,application
text,very positive,2023-08-01 10:41:46,1355.0,0,
sentiment,positive,2023-08-01 10:41:46,1355.0,0,
service,positive,2023-08-01 10:26:23,1356.0,0,
payment,positive,2023-08-01 10:26:23,1356.0,0,payment
account,positive,2023-08-01 09:35:52,1357.0,0,utility
time,positive,2023-08-01 09:35:52,1357.0,0,time
price,negative,2023-08-01 07:56:39,1358.0,0,payment
practico,positive,2023-08-01 06:57:51,1359.0,0,ease_of_use
sicuro,positive,2023-08-01 06:57:51,1359.0,0,security
curso,positive,2023-08-01 06:57:51,1359.0,0,education
ayudar,positive,2023-08-01 06:57:51,1359.0,0,aid
lenguaje,positive,2023-08-01 06:57:51,1359.0,0,language
español,positive,2023-08-01 06:57:51,1359.0,0,language
sentiment,positive,2023-07-31 15:23:07,1360.0,0,
review,very positive,2023-07-31 14:03:11,1361.0,0,communication
sentiment,very positive,2023-07-31 14:03:11,1361.0,0,
disattenzione,negative,2023-07-31 13:33:21,1362.0,0,neglect
bonus,negative,2023-07-31 13:33:21,1362.0,0,
ottimo,positive,2023-07-31 12:11:47,1363.0,0,
disponibilità,positive,2023-07-31 12:11:47,1363.0,0,availability
images,positive,2023-07-31 07:51:46,1366.0,0,photo
exercises,negative,2023-07-31 07:51:46,1366.0,0,experience
simple,positive,2023-07-31 06:55:43,1367.0,0,ease_of_use
perfect,positive,2023-07-31 06:55:43,1367.0,0,quality
altogether,positive,2023-07-31 06:55:43,1367.0,0,totality
other,positive,2023-07-31 06:55:43,1367.0,0,utility
credit,positive,2023-07-31 06:55:43,1367.0,0,currency
card,positive,2023-07-31 06:55:43,1367.0,0,payment
customer service,positive,2023-07-31 06:09:22,1368.0,0,
product,positive,2023-07-31 06:09:22,1368.0,0,
function,positive,2023-07-30 18:42:29,1370.0,0,
review,very positive,2023-07-30 18:23:36,1371.0,0,communication
sentiment,very positive,2023-07-30 18:23:36,1371.0,0,
food,very positive,2023-07-30 15:54:28,1372.0,0,
service,very positive,2023-07-30 15:54:28,1372.0,0,
rating,positive,2023-07-30 14:58:00,1373.0,0,experience
task,negative,2023-07-29 04:23:36,1378.0,0,
number,negative,2023-07-29 04:23:36,1378.0,0,utility
problem,positive,2023-07-29 04:23:36,1378.0,0,
sentiment,positive,2023-07-28 15:57:27,1381.0,0,
text,negative,2023-07-28 14:56:40,1382.0,0,
sentiment,negative,2023-07-28 14:54:31,1383.0,0,
budget,positive,2023-07-28 10:11:03,1385.0,0,
cash back,positive,2023-07-28 10:11:03,1385.0,0,payment
transactions,positive,2023-07-28 10:11:03,1385.0,0,payment
interest,positive,2023-07-28 10:11:03,1385.0,0,interest
applications,positive,2023-07-28 10:11:03,1385.0,0,application
app,positive,2023-07-27 21:20:54,1387.0,0,application
molto,positive,2023-07-27 21:20:54,1387.0,0,
utile,positive,2023-07-27 21:20:54,1387.0,0,utility
top,very positive,2023-07-27 18:56:07,1389.0,0,
comodò,positive,2023-07-27 14:52:41,1391.0,0,utility
veloce,positive,2023-07-27 14:52:41,1391.0,0,speed
pratico,positive,2023-07-27 14:52:41,1391.0,0,ease_of_use
application,positive,2023-07-26 17:18:40,1396.0,0,application
technology,positive,2023-07-26 17:18:40,1396.0,0,technology
property,positive,2023-07-26 14:35:05,1397.0,0,quantity
view,positive,2023-07-26 14:35:05,1397.0,0,perception
neighborhood,positive,2023-07-26 14:35:05,1397.0,0,location
review,very positive,2023-07-26 14:19:03,1398.0,0,communication
sentiment,very positive,2023-07-26 14:19:03,1398.0,0,
sentiment,positive,2023-07-26 12:04:23,1399.0,0,
rating,positive,2023-07-26 10:56:03,1400.0,0,experience
app,positive,2023-07-26 08:00:18,1402.0,0,application
lentissima,positive,2023-07-26 08:00:18,1402.0,0,speed
nostra,positive,2023-07-26 08:00:18,1402.0,0,possession
vita,positive,2023-07-26 08:00:18,1402.0,0,experience
app,very positive,2023-07-26 07:54:36,1403.0,0,application
ottimo,positive,2023-07-25 14:42:03,1408.0,0,
utilissimo,positive,2023-07-25 14:42:03,1408.0,0,utility
tutto,positive,2023-07-25 14:42:03,1408.0,0,utility
bene,positive,2023-07-25 14:42:03,1408.0,0,state
app,positive,2023-07-25 10:30:31,1410.0,0,application
services,positive,2023-07-25 10:30:31,1410.0,0,utility
text,very positive,2023-07-25 09:24:49,1411.0,0,
account,positive,2023-07-25 09:07:45,1412.0,0,utility
action,positive,2023-07-25 09:07:45,1412.0,0,
purpose,positive,2023-07-25 09:07:45,1412.0,0,utility
applications,negative,2023-07-25 05:13:04,1413.0,0,application
expectations,negative,2023-07-25 05:13:04,1413.0,0,expectation
images,positive,2023-07-24 22:24:20,1414.0,0,photo
exercises,positive,2023-07-24 22:24:20,1414.0,0,experience
assistance,negative,2023-07-24 12:40:17,1418.0,0,communication
practice,positive,2023-07-24 11:05:11,1419.0,0,experience
sure,positive,2023-07-24 11:05:11,1419.0,0,certainty
command,positive,2023-07-24 11:05:11,1419.0,0,instruction
salvadanaio,positive,2023-07-24 11:05:11,1419.0,0,payment
peccato,neutral,2023-07-24 11:05:11,1419.0,0,emotion
diffuso,neutral,2023-07-24 11:05:11,1419.0,0,
utilizzo,neutral,2023-07-24 11:05:11,1419.0,0,utility
località,neutral,2023-07-24 11:05:11,1419.0,0,location
app,positive,2023-07-24 07:07:50,1420.0,0,application
tool,positive,2023-07-24 07:07:50,1420.0,0,
photos,positive,2023-07-24 07:07:50,1420.0,0,photo
service,positive,2023-07-23 09:11:54,1422.0,0,
price,positive,2023-07-23 09:11:54,1422.0,0,payment
account,positive,2023-07-23 07:53:55,1423.0,0,utility
app,negative,2023-07-23 07:53:55,1423.0,0,application
convenience,positive,2023-07-23 07:44:45,1424.0,0,utility
app,positive,2023-07-23 04:28:19,1425.0,0,application
tool,positive,2023-07-23 04:28:19,1425.0,0,
photos,positive,2023-07-23 04:28:19,1425.0,0,photo
time,negative,2023-07-22 19:55:53,1426.0,0,time
emails,negative,2023-07-22 19:55:53,1426.0,0,communication
affidabilità,positive,2023-07-22 08:44:31,1432.0,0,reliability
app,negative,2023-07-22 07:05:47,1433.0,0,application
payment,negative,2023-07-22 07:05:47,1433.0,0,payment
application,negative,2023-07-22 07:05:47,1433.0,0,application
purchase,negative,2023-07-22 07:05:47,1433.0,0,transaction
sconsiglio,negative,2023-07-22 07:05:47,1433.0,0,advice
money,negative,2023-07-21 18:29:21,1435.0,0,payment
app,positive,2023-07-21 14:45:16,1437.0,0,application
languages,positive,2023-07-21 14:45:16,1437.0,0,language
stars,very positive,2023-07-20 19:04:33,1441.0,0,appearance
problem,positive,2023-07-20 14:34:07,1442.0,0,
credit,positive,2023-07-20 14:34:07,1442.0,0,currency
solution,positive,2023-07-20 14:34:07,1442.0,0,utility
sentiment,positive,2023-07-20 13:23:45,1443.0,0,
pasticcio,positive,2023-07-20 12:04:27,1446.0,0,problem
peccato,negative,2023-07-20 12:04:27,1446.0,0,emotion
payment,very positive,2023-07-20 11:26:01,1447.0,0,payment
service,positive,2023-07-20 11:26:01,1447.0,0,
posting,neutral,2023-07-20 11:26:01,1447.0,0,communication
banking,positive,2023-07-20 11:26:01,1447.0,0,payment
creata,positive,2023-07-20 09:46:05,1449.0,0,creation
interessante,positive,2023-07-20 09:46:05,1449.0,0,interest
sentiment,negative,2023-07-20 09:24:24,1450.0,0,
sentiment,positive,2023-07-19 22:18:37,1452.0,0,
food,negative,2023-07-19 21:08:54,1453.0,0,
exercises,positive,2023-07-19 19:43:10,1457.0,0,experience
use,positive,2023-07-19 19:28:44,1459.0,0,
now,positive,2023-07-19 19:28:44,1459.0,0,time
function,positive,2023-07-19 19:28:44,1459.0,0,
useful,positive,2023-07-19 19:28:44,1459.0,0,utility
director,positive,2023-07-19 18:40:34,1460.0,0,job
email,positive,2023-07-19 18:37:42,1461.0,0,communication
request,positive,2023-07-19 18:37:42,1461.0,0,communication
application,positive,2023-07-19 18:19:15,1462.0,0,application
technology,positive,2023-07-19 18:19:15,1462.0,0,technology
TOP,positive,2023-07-19 17:59:32,1464.0,0,quality
non,positive,2023-07-19 17:52:51,1465.0,0,
riesco,negative,2023-07-19 17:52:51,1465.0,0,ability
ancora,neutral,2023-07-19 17:52:51,1465.0,0,time
usarlo,positive,2023-07-19 17:52:51,1465.0,0,utility
benissimo,positive,2023-07-19 17:52:51,1465.0,0,state
carino,positive,2023-07-19 17:52:51,1465.0,0,appearance
utile,positive,2023-07-19 17:25:20,1468.0,0,utility
facile,positive,2023-07-19 17:25:20,1468.0,0,ease_of_use
apprendere,positive,2023-07-19 17:25:20,1468.0,0,learning
troppe,positive,2023-07-19 17:19:54,1469.0,0,quantity
volte,positive,2023-07-19 17:19:54,1469.0,0,time
richiedono,positive,2023-07-19 17:19:54,1469.0,0,demand
carta,positive,2023-07-19 17:19:54,1469.0,0,
identità,positive,2023-07-19 17:19:54,1469.0,0,identity
servizio,negative,2023-07-19 17:19:54,1469.0,0,service
app,positive,2023-07-19 17:17:05,1470.0,0,application
comodissima,positive,2023-07-19 17:17:05,1470.0,0,
use,positive,2023-07-19 17:17:05,1470.0,0,
year,positive,2023-07-19 17:17:05,1470.0,0,
scr,positive,2023-07-19 17:17:05,1470.0,0,communication
telefoniche,negative,2023-07-19 16:56:27,1474.0,0,communication
iliadis,negative,2023-07-19 16:56:27,1474.0,0,name
product,positive,2023-07-19 16:53:55,1476.0,0,
weather,positive,2023-07-19 16:46:12,1477.0,0,experience
day,positive,2023-07-19 16:46:12,1477.0,0,
pagamento,positive,2023-07-19 16:08:07,1478.0,0,payment
app,positive,2023-07-19 14:53:55,1479.0,0,application
use,positive,2023-07-19 14:53:55,1479.0,0,
salvadanaio,positive,2023-07-19 14:53:55,1479.0,0,payment
